Element Label,S11,S22,S33,S12,S13,S23,Mises
1,-701.79846,44.403748,-1286.7872,-2295.518,1801.6897,2130.966,6364.35888671875
2,-480.28397,-310.41653,2291.2778,1016.26306,-2961.7014,-853.62335,6232.0966796875
3,1068.8649,4063.5361,1232.1147,602.10913,574.09296,-410.41452,3329.7900390625
4,612.535,4371.302,-747.93384,802.4905,-1241.0791,-2184.1514,6477.44091796875
5,-14.8741455,3186.1538,-410.07233,-1047.8564,962.88605,-864.7085,4470.61767578125
6,5086.571,5022.441,1231.1155,-1542.439,1445.0891,-5582.0396,11022.75390625
7,-867.98157,1463.3396,-2081.22,2767.9954,2814.8118,421.47318,7551.375
8,5527.351,5479.627,-2077.433,604.8004,2203.267,684.3434,8633.5146484375
9,5171.7056,7551.4365,1556.667,1658.5778,2141.4116,-1468.1539,7470.638671875
10,522.7963,-298.72418,852.38165,-1209.2421,1241.9347,-618.6919,3349.12329101563
11,2369.9888,4378.1953,-349.3777,-1784.7386,-125.61339,85.743904,5149.19091796875
12,681.9624,6051.2983,2260.3018,1684.307,-488.14868,1503.7908,6233.45703125
13,4484.2476,9677.507,1651.5107,-137.38838,-700.6721,961.4644,7349.02490234375
14,-4293.7183,4911.994,-612.7183,2730.2598,880.4838,-1503.4708,9791.7646484375
15,-3110.0645,3338.4883,-1459.4128,-1183.7284,52.128403,1705.3888,6826.49365234375
16,-21730.963,-10390.246,-9058.265,-413.42487,-15479.631,4486.9014,30418.056640625
17,1989.5309,-5548.161,3197.5078,-1803.8,1654.6304,-9842.108,19389.615234375
18,288.1067,7392.1836,419.28003,391.45544,546.0661,-1413.6721,7543.40380859375
19,5733.7397,-873.1968,5374.5254,4302.3867,-1929.3982,6350.5728,15135.91796875
20,15048.452,13819.056,12399.679,4561.967,15756.809,2056.004,28726.609375
21,4082.7234,-5137.256,-946.4184,-903.32587,4171.351,-1238.0873,11098.59375
22,146022.44,146563.11,146443.08,407.0668,476.80002,898.18225,1959.88647460938
23,-11397.224,-11280.562,-11138.609,8888.995,-3814.5151,-1278.6637,16901.169921875
24,8353.337,4620.25,12520.982,5750.686,-3704.171,13022.252,26381.326171875
25,-2992.3398,4825.253,-772.55334,-4357.64,-3686.5151,8783.101,19438.509765625
26,2243.6475,5156.805,18212.535,-2250.8442,-221.01016,2010.1967,15634.580078125
27,8141.1377,3640.4504,2451.5808,2449.0154,2000.5548,-1612.914,8051.36572265625
28,-470.95605,-4204.215,5223.887,-1332.6907,-2276.5493,-6160.9814,14225.96484375
29,-1147.3833,-2910.8716,-5741.9165,-1588.6106,4464.777,-3441.7324,10909.974609375
30,7617.7725,12130.41,13024.714,-1907.2654,-5398.4175,4500.749,13576.12890625
31,-539.0869,-14347.568,-13391.996,4301.887,618.58514,-18989.514,36288.6171875
32,6618.929,5827.262,-2539.6619,933.994,-6714.7954,2537.6091,15311.982421875
33,12890.423,8101.952,5150.4053,-3014.2593,7049.1455,-1920.6399,15269.89453125
34,4148.9834,-6209.7256,-310.38904,-2305.3232,-9979.689,-3250.4258,20674.076171875
35,10516.512,-2475.0474,-3280.3171,-1613.7493,-2635.9517,-1651.0497,14721.6162109375
36,11768.882,-6599.041,1939.0364,-2749.9563,-9749.754,9048.751,28406.904296875
37,8811.863,2855.3115,12483.872,4476.652,3234.5928,-948.0358,12846.8671875
38,3244.3901,3125.0474,-6573.211,-10361.363,-9466.082,2803.5293,26640.2109375
39,12928.328,-3560.5342,14222.378,7858.53,4377.8276,10087.597,29033.41015625
40,33566.6,38277.723,49180.016,1077.0139,4468.7964,-10434.966,24134.466796875
41,-14343.435,4529.579,-21952.545,-1886.2118,-3800.3318,-6235.056,26987.4921875
42,-75399300.0,-75399280.0,-75401210.0,104.38563,122.09048,-287.60977,2003.037109375
43,-26570.844,-6216.179,-12186.215,-14107.082,-7181.7812,-3087.0378,33298.47265625
44,15988.602,3051.3628,-216.49185,-5556.843,-6800.721,-1471.1869,21405.751953125
45,7430.181,14053.362,-4460.0654,-6742.6265,-12382.123,858.5568,29369.150390625
46,-7062.951,-8186.1626,-5063.709,2651.155,-2129.7017,4500.7153,10147.2265625
47,8033.9453,6191.5645,-304.26514,-9713.404,-3033.3054,4938.897,21009.2734375
48,1746.4196,3872.345,3690.683,1518.697,-5094.4946,-3315.7776,11042.2119140625
49,4545.4604,15628.408,10263.772,9894.368,-1912.1895,-1659.1321,20126.5546875
50,11885.498,9337.328,20004.158,2366.2407,-1284.4528,3893.8945,12662.05078125
51,280.41602,9052.762,-1007.5569,-1411.1298,467.45203,1748.4535,10281.640625
52,-12194.453,-4768.5205,-24676.488,6711.8867,-1008.4856,-724.34607,21057.30078125
53,-8973.549,13036.939,-5505.846,2659.601,1405.4199,2531.5957,21599.392578125
54,3071.8809,13199.868,15301.98,1906.4067,-6563.773,7581.9146,20997.474609375
55,1796.7881,-10780.593,-12825.386,-284.5946,6388.6123,-851.85913,17690.474609375
56,8235.982,18517.9,14678.552,7349.328,-10203.979,824.50934,23609.814453125
57,-13409.66,-22430.12,-8192.677,-4971.335,2267.7278,5283.879,18137.62890625
58,14854.146,2957.7036,14292.297,2660.0115,6629.976,-2419.0737,17487.41015625
59,-176.13086,-5284.549,-9675.05,2235.5764,5509.302,-1965.4384,13617.6513671875
60,6594.05,-1757.602,11464.263,4148.098,5048.4434,3941.9136,17573.841796875
61,6003.033,5383.093,468.3296,3133.0808,-4667.1865,-1558.7897,11387.3623046875
62,579.77026,-6407.4414,-605.1127,1813.24,-2654.8914,814.19214,8656.9990234375
63,-3366.2976,-8513.423,-7212.933,1603.302,-2496.8333,-5615.6265,11937.7734375
64,6377.364,3726.5896,-45.161133,5023.028,5621.4,-8354.347,20276.314453125
65,4276.655,-6501.211,3512.323,3996.1743,8463.905,672.05457,19305.05078125
66,-4754.7183,-3375.0073,-6797.8516,-889.54767,2383.9136,-7573.591,14156.1923828125
67,5116.031,2935.1216,-4465.6997,-2761.2278,10029.86,4615.3706,21546.26171875
68,901.5884,4604.724,10770.967,-584.69556,-46.004234,-232.08199,8704.2373046875
69,15297.229,4718.3257,16270.085,-2368.1738,-5188.283,-2875.4683,15669.5859375
70,-2139.7285,-8813.906,-18002.975,2554.4897,2598.105,-2806.9526,15930.3720703125
