Element Label,S11,S22,S33,S12,S13,S23,Mises
1,6301.1304,-416.8225,4768.2705,-4808.6978,3024.0137,7007.597,16772.205078125
2,-1016.3945,-1785.5957,-10693.151,4490.8394,14584.975,-1294.5941,28115.533203125
3,2490.2222,20573.27,133.6626,-4640.838,-4837.0054,-790.2237,22623.861328125
4,26532.164,42938.637,37597.23,-6427.522,3807.2173,-6545.7495,22495.19140625
5,15484.727,5313.101,25493.58,435.42145,-3009.8423,18428.803,36770.28515625
6,9315.142,20365.215,13880.001,5276.0005,-18132.336,-5293.255,35304.51953125
7,10915.785,17648.314,26488.229,-198.01956,-21194.498,2756.72,39414.75
8,14922.076,18249.494,22458.602,-6770.7573,-15193.702,-9637.899,33934.29296875
9,-19744.86,-12794.859,-29976.314,-7924.552,-1607.713,11133.841,28144.818359375
10,13503.399,38637.457,6373.7993,-619.88696,-2066.516,11610.554,35778.86328125
11,-9365.331,2359.5771,-5973.332,12102.693,14770.806,-8510.284,37688.70703125
12,-3985.8215,-8556.17,9366.465,3994.9531,3555.2556,10376.649,25865.408203125
13,-11383.852,-5847.672,-26752.623,2888.5493,10681.127,-8743.856,30799.162109375
14,48848.42,58343.49,70927.52,-3197.6912,-17217.334,-9050.045,39162.4296875
15,-44094.55,-60593.445,-37420.07,-2572.3733,4430.73,14506.177,33718.1953125
16,24038.668,27282.64,38262.047,3414.2168,5922.9766,19340.242,37802.62109375
17,4494.6597,2899.614,3328.7905,5006.6704,-16949.873,14708.143,39851.3125
18,42987.22,39949.418,40610.824,1062.2598,18148.041,6216.8486,33392.265625
19,204612.69,206255.56,204606.6,387.11575,-301.53802,432.54227,1998.17834472656
20,-219744.34,-230817.06,-201794.12,2082.0186,-4666.3774,-10829.64,32768.06640625
21,-3993.4358,-4799.5947,5547.3438,396.2332,18923.244,11412.938,39558.4609375
22,10654.33,15341.551,6715.17,-1900.2152,-18189.682,12459.697,39052.640625
23,53872.867,38811.5,11751.435,5925.4575,-2502.5715,-5092.7437,39605.34765625
24,-31422.512,-44030.863,-56670.04,1326.8256,-18540.994,-2017.1174,39075.203125
25,31969.123,37025.57,49458.64,3681.6072,-16050.248,-12091.712,38667.0234375
26,18561.947,15226.878,21846.945,3161.191,-18750.4,-9530.676,37283.81640625
27,-19412.203,-7459.093,-33100.04,-97.06468,-11766.822,13062.349,37697.7890625
28,17845.686,28161.604,20666.088,-7814.979,-14068.765,14953.219,39154.64453125
29,5573.3633,28488.537,33233.918,-1935.6979,6422.406,13589.948,36679.80078125
30,-38693.016,-39870.65,-44092.504,2159.32,-7666.7007,-20097.29,37765.17578125
31,40615.49,59598.766,33248.395,-4266.043,-3565.7131,-16540.72,38314.7109375
