Element Label,S11,S22,S33,S12,S13,S23,Mises
1,1458.4646,1252.396,-226.35847,1336.1593,-96.03894,-278.8872,2854.9736328125
2,2031.7847,2055.1077,79.610886,81.425514,23.548922,198.83496,1999.30419921875
3,1595.8438,2523.2102,-198.73271,312.04108,121.98526,-204.01991,2491.2578125
4,1723.8143,2204.115,375.0653,802.36206,-165.20068,125.18279,2181.25146484375
5,1260.4524,3120.9236,117.95966,725.71423,163.64441,-103.74151,2929.9873046875
6,1255.9752,2232.213,157.24977,679.0139,12.353701,563.58234,2359.95068359375
7,1747.7168,1260.3083,-221.74727,912.31506,88.23168,-525.8689,2550.75439453125
8,1051.0299,1830.4656,333.34323,183.12198,-92.03321,232.7266,1403.73828125
9,3558.8525,1868.592,-540.10736,698.974,214.62363,-81.72898,3788.67602539063
10,-283.61212,904.0449,-101.77177,1109.7048,-218.42628,97.63234,2256.9208984375
11,1280.1582,2670.4575,-179.20473,176.11382,254.76814,-223.29205,2555.18505859375
12,2060.1782,2861.9214,248.44267,428.5822,-398.7173,173.35423,2548.69653320313
13,1010.35443,2278.007,-90.67512,902.05426,293.7325,-34.42459,2630.29077148438
14,3300.4802,2965.3308,-320.35153,401.14307,-302.35654,-17.48642,3573.11499023438
15,-255.37221,2470.9294,1572.489,-182.88898,352.65988,-308.43915,2559.17016601563
16,1175.9059,3228.9678,1939.6957,-781.42786,-34.508484,-27.113346,2251.22119140625
17,1530.4021,1702.5347,-2859.3862,269.92947,-72.98631,-256.17606,4526.25048828125
18,2251.569,2976.547,-94.999405,-201.10951,-37.509357,494.0497,2931.04077148438
19,-90.12037,-830.14606,-8054.514,-1370.1401,2021.9293,-1976.6517,9365.001953125
20,540.2529,6226.749,4700.3647,-3086.5552,504.64325,2942.8281,9017.2880859375
21,2426.5613,2624.205,1412.1493,596.3502,106.93994,-578.341,1836.63586425781
22,4744.306,2141.3992,-5157.233,-4128.904,-1758.3695,-607.82605,11856.234375
23,2361.7766,3186.408,5528.6533,2377.0745,814.3348,549.60016,5286.27197265625
24,-952.88513,1141.54,-3800.4524,1885.3573,-225.545,62.47644,5411.775390625
25,1624.4357,2339.141,5300.3643,513.6843,778.2155,-369.3061,3796.53564453125
26,-1243.4775,2320.29,493.87976,1040.8809,688.3632,-1261.4592,4355.79833984375
27,1674.2852,3613.8235,323.35583,1059.3121,-425.20444,-185.9091,3495.64135742188
28,1397.4774,2735.705,819.37854,435.99863,520.22174,129.32796,2081.11328125
29,2002.9978,1967.3809,-354.21844,851.948,-305.98315,88.866806,2820.60205078125
30,2597.031,2305.4329,-1502.4489,1177.2197,542.8474,-1041.3252,4897.96142578125
31,-373.02707,3357.2358,-1837.8516,257.13815,-1524.4874,272.30035,5377.52197265625
32,732.6218,1712.129,-1807.9581,479.15048,-258.03418,136.01144,3293.40185546875
33,603.7622,1913.0743,-12.227787,-888.2733,-7.1905584,-139.66068,2307.81811523438
34,2537.72,2694.957,-1026.7583,1555.2283,-588.68317,893.53406,4897.11669921875
35,1065.8485,3099.206,-865.3106,-608.0963,-131.12689,437.969,3677.91162109375
36,272.8305,2199.1472,-1087.085,-852.3704,-209.7224,-534.285,3368.62451171875
37,1394.916,3092.6672,2212.7292,-369.7082,28.908636,504.7391,1827.45141601563
38,1309.8329,-556.3531,-2302.7295,-1717.3597,-935.579,-223.1256,4627.6123046875
39,4196.579,-490.253,-537.8797,30.59853,39.26669,-1031.7834,5039.1513671875
40,2654.158,792.0537,-6934.7544,-1812.6658,-2806.621,369.72418,10557.359375
41,4137.602,-869.50305,1873.6198,-1677.7262,1319.988,307.59824,5728.5224609375
42,7806.7495,1126.012,2842.4172,-2479.651,14428.809,-3326.5574,26689.453125
43,2130.0303,-2600.3076,11377.163,-964.5559,-1917.2446,952.2716,12967.9091796875
44,-4074.341,8261.386,1971.0756,823.33014,-4768.3545,-1923.841,13981.8212890625
45,-696.72034,-1087.6753,4615.2485,1696.5768,507.14673,6108.6274,12320.685546875
46,-1118.5608,-5530.0093,-10560.702,-488.8925,4514.972,-3641.196,12984.92578125
47,-161.15707,-1454.3673,-3546.8496,-446.73743,-496.85886,1264.3408,3859.001953125
48,2938.4521,486.4356,-5690.8916,-1391.37,-1607.6321,-501.61044,8581.0654296875
49,2671.4946,5435.8857,759.25885,1040.8184,1859.5466,2337.713,6826.64111328125
50,7103.523,4413.826,2271.2869,-401.88364,3638.2454,1290.2573,7923.19580078125
51,850.0724,1929.6936,920.0038,214.66138,34.311367,319.13168,1241.88500976563
52,2317.5776,677.903,-2312.2366,-1741.7148,-3439.7588,-1934.3647,8506.125
53,1476.9445,759.84216,-3038.2483,1266.8588,-84.28654,-1308.2095,5256.775390625
54,1275.4712,2563.7305,2654.2864,-107.24489,-478.47226,2307.9453,4299.490234375
55,1931.3668,264.27466,-2470.282,855.96155,376.18604,-2932.6035,6575.62158203125
56,-758.18744,-866.3367,-5402.488,1325.4867,130.4718,-1245.2899,5572.52197265625
57,25.297838,-100.009865,-440.47092,2949.597,605.0312,341.40955,5265.21728515625
58,2710.1348,1158.2423,843.05035,689.72687,281.31183,-657.7293,2441.15991210938
59,2001.6948,2484.84,-1001.8601,1295.2928,-459.57147,816.2463,4286.21826171875
60,259.5822,2039.4874,-75.79593,772.1679,133.44934,143.30856,2404.42309570313
61,1051.1686,1865.0907,-590.56793,841.2579,99.534904,-572.5537,2798.27319335938
62,1174.2168,2040.9154,-183.20924,382.25336,305.4018,-31.427668,2119.28735351563
63,2554.1025,2434.632,275.91345,622.857,-296.75314,389.67413,2610.71264648438
64,1142.1823,1595.4617,-2072.673,259.90173,-221.71977,398.06226,3580.98754882813
65,1476.1406,3344.7043,-3.2541862,532.9812,371.94043,-51.896404,3117.65747070313
66,2465.9607,4605.6567,112.34334,212.53308,270.62103,-156.04982,3947.41845703125
67,883.3828,3074.9094,-275.41318,-92.75901,330.05887,-563.175,3160.57861328125
68,1209.3182,1304.6616,377.99615,802.2097,-18.866854,-140.02132,1664.31811523438
69,3574.744,6.214703,-1631.7963,451.81314,1666.5226,463.63235,5554.45166015625
70,1027.5614,1240.0701,-467.32272,-263.88815,479.7777,403.98126,1996.64404296875
71,-1722.7504,-6321.8716,-4215.6685,-433.42184,231.71147,2227.8604,5613.9150390625
72,3130.5825,468.77933,-2644.38,-796.27734,2188.2766,-2152.6926,7431.935546875
73,-2787.786,-1591.165,-2769.3865,-1623.2607,-49.083237,1383.8208,3881.65673828125
74,-5334.811,2769.0679,-6645.262,384.29425,4345.957,-1560.884,11934.154296875
75,769.2213,4488.083,10383.132,-3773.4497,-3144.935,3525.743,13423.3232421875
76,-4187.8535,-393.07095,-1985.7772,3384.0889,884.8178,-4482.8555,10386.8173828125
77,-11061.067,-13147.274,-15745.503,9056.237,-7252.326,-11907.532,29081.376953125
78,-2476.8486,1161.0112,-808.9819,2962.2605,16.60865,336.65408,6050.96142578125
79,-1928.7301,2549.2598,-5063.1323,-1934.6075,862.0833,-1543.6532,8032.3701171875
80,-3702.596,4620.054,5814.0503,-1566.8562,-1962.3403,2769.3398,11070.4345703125
81,1114.1868,2892.847,-1066.1946,232.84314,-828.82556,6.784306,3744.26123046875
82,1184.1582,3345.075,2054.5903,-781.86597,210.82565,141.44968,2360.84545898438
83,825.83984,3104.765,357.18057,103.08011,-17.65514,47.210346,2553.56201171875
84,406.7419,2708.6882,-1187.2235,-133.42216,0.045370165,102.5916,3404.9794921875
85,1162.3969,2350.0496,163.40187,-206.39525,-131.59067,-476.16354,2110.66552734375
86,-208.74219,75.47508,158.42636,16.99721,192.57681,90.00636,497.658721923828
87,1965.7001,2156.1428,-770.77734,391.0102,-239.31339,18.65412,2945.71606445313
88,2043.8378,1460.1602,1471.283,877.42206,74.31768,-40.97673,1632.64392089844
89,2751.7979,4051.4543,870.1013,1431.4163,526.3154,136.45679,3835.25634765625
90,1529.287,3571.3477,1848.4318,1409.5933,-695.5481,590.5668,3475.43969726563
91,1185.217,2523.92,2239.5483,-916.66364,-337.34592,166.40892,2106.56201171875
92,2851.7375,1985.297,1727.0042,-549.94617,-281.41055,-62.170048,1482.47192382813
93,-481.82138,533.9594,-885.21716,-2412.732,304.15176,-365.185,4443.6171875
94,2389.4568,1092.8265,373.4943,-992.2446,251.8585,360.4301,2581.68017578125
95,3526.351,2035.9388,386.63855,505.75104,-302.3371,23.1671,2905.65698242188
96,1359.3433,3156.881,717.9741,-464.48615,-249.76674,-398.14227,2470.89575195313
97,1334.1006,2963.3027,6303.723,-1312.2151,-2881.1372,-3352.3354,9112.5166015625
98,1388.0781,-989.66113,-10314.837,997.2799,-1547.6814,-2735.4622,12140.9755859375
99,3594.2231,3138.4287,1428.807,1384.3976,1291.0726,557.5983,3948.77368164063
100,-59.092564,2784.295,-812.2337,1431.8125,-255.95793,-205.06355,4155.29833984375
101,2333.438,4196.2056,6285.975,2022.2686,573.61017,1535.9432,5662.416015625
102,528.5727,2469.5864,3907.1797,-99.678925,669.00134,29.574696,3162.23291015625
103,1761.8815,3301.2488,-1042.4111,500.55017,-7.8061743,286.2698,3943.12451171875
104,68.715324,1951.9531,202.33632,-691.8734,1232.31,-634.73364,3242.42041015625
105,4707.649,1832.9648,-5067.037,480.1933,-448.98602,-180.22726,8780.8388671875
106,3636.196,-2755.3298,-5646.3477,-1412.0809,-5946.7183,-221.811,13412.9599609375
107,2285.495,1760.1375,-2728.768,-577.6509,-1473.9425,-245.81726,5521.26708984375
108,-10607.248,-9144.491,9008.6045,8275.836,2098.162,5428.0576,25793.30859375
109,1990.4387,2089.0168,338.5665,399.79642,95.82698,237.52704,1891.44262695313
110,1599.9263,2451.7107,562.2447,1057.0089,-475.58197,-410.59378,2687.43383789063
111,1921.5513,3167.8608,346.35037,859.06964,548.4639,-365.81674,3084.74291992188
112,1627.4299,2674.7642,-805.6243,60.228596,37.68408,-228.6684,3120.39965820313
113,1528.4056,2098.8987,542.2458,165.81366,11.597841,-306.26895,1491.59619140625
114,1473.8307,481.52634,2091.352,1254.278,-1621.8236,525.86536,3926.69677734375
115,3959.1694,118.27404,679.07043,716.94415,-622.378,-673.1526,4120.25537109375
116,-2865.4954,6420.589,-1373.4218,563.4926,1660.1335,-1349.0941,9448.966796875
117,-543.4306,3697.392,9907.205,-2775.534,-1422.8488,-2944.9788,11750.916015625
118,3811.1392,487.65097,9310.226,-2504.8167,-1092.9551,2383.8167,9950.6484375
119,-1901.7603,5436.3643,6372.4395,-1694.5116,-2250.6152,-1785.805,9745.2841796875
120,1683.2296,1436.0187,914.8988,396.49078,51.628838,-368.37885,1161.13134765625
121,3865.2725,3303.0703,3079.1736,2048.5212,808.6035,-3.1070738,3878.52319335938
122,-2828.8726,1513.4033,2550.2043,-1270.6478,89.49405,599.6903,5511.70947265625
123,1993.9514,2676.911,-338.97308,178.62138,240.9697,-214.13002,2812.42504882813
124,1665.5576,2290.1108,-150.61197,472.92603,183.87965,11.376985,2365.50927734375
125,2404.361,-2973.9644,-11367.237,767.78864,-372.24063,-306.51697,12123.5810546875
126,336.43417,1225.4341,-4018.898,-211.18959,994.9799,48.44154,5171.259765625
127,721.7117,3620.7388,-3136.0613,-150.53497,1440.4984,1382.3695,6818.8330078125
128,331.30075,3238.5942,-3645.191,1228.86,-161.70735,66.79583,6359.85791015625
129,2501.4846,3150.0962,3870.608,879.6803,-344.46176,404.80878,2139.21728515625
130,423.71582,2906.583,-3460.182,-284.3674,676.9979,506.6767,5768.90185546875
131,288.8487,3186.5513,972.4309,-294.04822,398.12308,-271.4127,2799.82885742188
132,1610.0452,3149.7065,-1580.8021,-621.2241,282.82748,293.31668,4372.72509765625
133,-214.56255,2765.8962,-1034.2238,-319.41434,318.0697,192.32697,3566.30029296875
134,750.9161,2870.9988,507.32556,-91.194984,545.7511,509.78976,2601.66455078125
135,-4589.299,-5201.1587,1121.8982,-246.97742,2528.4573,-2020.9539,8252.3720703125
136,7889.6353,-6346.863,5855.008,-440.28436,1982.9927,6052.1646,17323.857421875
137,1805.2716,3555.984,2869.895,-216.63239,3437.2903,2815.7349,7855.2744140625
138,7018.1206,8910.244,-1653.0645,220.33734,2284.026,-5366.6953,14049.083984375
139,2526.1099,-713.93365,-2122.0837,-2742.8308,1449.9844,1197.478,7086.73583984375
140,4269.492,-910.99664,1628.33,-435.86777,-2294.101,815.625,6203.6328125
141,2268.2336,1583.6317,180.33836,-216.17802,-106.17667,173.43744,1913.86267089844
142,1598.6691,2588.5562,-229.54971,543.8586,85.63073,-89.34266,2658.0595703125
143,1136.6012,2687.7104,-615.1182,555.17633,-229.0244,632.0886,3236.0771484375
144,914.8269,3846.2583,2088.8225,124.69271,98.44935,-496.49045,2710.22094726563
145,2446.673,1999.7015,-96.65823,332.14978,-468.5725,-436.7755,2663.36083984375
146,1011.3444,2150.7925,-1168.1932,791.8189,-20.136269,-12.365631,3227.197265625
147,1432.8622,1431.0664,-539.3481,1347.5895,71.08415,582.0584,3219.5654296875
148,2159.7727,2669.5623,591.284,510.8322,321.93613,-684.4795,2453.35595703125
149,-301.28638,2152.4038,214.4389,1602.721,-564.81665,131.34816,3706.22338867188
150,1909.8417,1295.4404,15824.437,-1418.5225,5082.8374,3116.4612,17754.490234375
151,-2067.6135,3227.8225,5691.718,-1881.4601,-1053.6722,-1017.4245,8013.46533203125
152,-48.24717,6895.3726,217.9313,2655.3955,437.1452,1521.6024,8666.5419921875
153,2911.0356,4977.8877,3065.7458,580.379,62.703506,-418.0717,2350.0458984375
154,-2570.1467,3810.435,541.9189,1240.7643,-2224.113,1990.9972,7867.0654296875
155,1879.8451,2554.8608,-991.8592,1024.0028,43.61338,-1065.0469,4146.7099609375
156,2493.1086,3208.8328,6327.07,2996.676,-1422.6836,1351.5096,7138.5908203125
157,2132.0574,3219.146,-869.32434,1081.5653,1226.9888,-883.9815,4880.87548828125
158,6385.613,2517.3315,7552.3765,1119.7805,151.16911,-343.95303,5002.349609375
159,3259.625,165.097,1516.4283,-1417.6569,2306.1997,-2049.7705,6466.0703125
160,1111.8043,2737.9546,1138.4689,89.15423,-456.03812,-328.93167,1890.51867675781
161,552.24774,3140.9377,720.9657,-225.33144,-963.3282,149.98509,3049.07153320313
162,-287.88922,1920.9286,68.172134,-626.2239,6.716686,-551.1065,2511.3623046875
163,-1106.932,3093.7307,2224.0474,-176.2999,371.52908,1234.1534,4452.57470703125
164,-2176.3726,3190.367,1812.4825,-291.52307,-2051.5342,481.04993,6072.99560546875
165,945.1113,-249.61691,-3196.334,2318.3884,567.084,282.05014,5564.1015625
166,3641.3154,4363.727,5703.7153,-130.76204,-1017.6117,96.58407,2543.88525390625
167,228.5961,1835.7863,-1368.2927,296.13467,459.55844,-243.95665,2962.234375
168,-4558.7646,930.17426,-5121.122,2439.7666,1828.8783,-2572.837,9015.6357421875
169,-7224.372,-3009.1516,-6438.921,6608.9683,1398.768,-3589.187,13806.7373046875
170,-5873.754,6308.7134,7244.522,-14.894076,-1627.869,2304.4717,13585.69140625
171,4897.8003,3880.2588,6292.611,-2588.8384,-1108.0808,-1513.8752,5921.6044921875
172,763.2888,1876.0114,-231.69463,2741.0596,-267.11334,1302.0876,5583.53369140625
173,1669.392,1755.6787,559.15985,766.02454,146.75601,-38.72282,1779.14306640625
174,-230.89746,2230.3435,-1016.05615,-14.217333,832.63,-103.146774,3273.98657226563
175,1567.2924,2377.9915,418.3967,830.09814,69.01848,483.07037,2385.404296875
176,-4738.2773,1229.1455,-5407.9644,-845.60406,-2943.2278,-1284.2894,8551.9609375
177,3060.7612,3193.0024,2499.7158,-11.249517,479.44293,-522.1666,1383.61962890625
178,1011.3577,3221.593,781.41174,-22.508856,-413.8371,-135.58449,2452.89697265625
179,1104.1694,3362.1416,924.5359,-642.8705,493.34702,-231.09573,2768.85375976563
180,517.83905,2222.0476,-1521.4735,2033.9047,17.982103,-173.12395,4799.9716796875
181,3736.4182,2274.4795,5331.231,-1099.9629,300.0076,1767.5327,4503.8310546875
182,2233.3335,4100.3,752.69086,618.0293,176.81262,389.226,3183.76098632813
183,1515.2772,3023.9001,165.86107,1428.552,-16.88443,-140.15173,3509.22973632813
184,-9131.469,-10508.951,5804.5166,12117.888,11186.235,-5579.247,33983.296875
185,-23845.604,-18393.61,-1718.6787,6221.244,-5391.691,-1691.9216,24710.314453125
186,722.0839,-193.53677,-172.38637,2643.3274,136.4723,-59.415466,4674.125
187,1001.1638,-1711.4843,953.6281,587.7973,327.31152,38.859745,2931.58959960938
188,-3726.8489,-1467.7288,-677.66254,-259.5618,446.4285,599.08453,3064.21313476563
189,-125.48852,-4576.8813,-351.23047,2046.6216,-818.3656,-78.54421,5783.9990234375
190,5356.2114,-1066.5923,3554.9944,-32.447746,354.38995,-166.65163,5778.51025390625
