Element Label,S11,S22,S33,S12,S13,S23,Mises
1,-7076.668,-5867.5825,-18201.336,2468.3608,3057.5618,-2796.0635,14437.7685546875
2,5109.4473,3535.2512,10910.154,-664.9146,-3234.7842,-1063.4669,9020.4462890625
3,28.898355,1741.482,-3285.1682,-190.80075,4698.5713,-168.55441,9274.4677734375
4,-2353.3066,-3203.7288,1883.8379,912.8955,3544.9028,-2031.77,8652.3623046875
5,-5224.047,1308.883,-6910.8887,-1604.7269,114.4185,3869.707,10451.470703125
6,3572.2917,4305.183,11684.379,752.0855,-3856.1187,-2011.6509,10901.5546875
7,-1848.9935,-1256.8164,-10558.797,131.42352,-611.2665,368.77484,9107.6796875
8,3626.8574,2516.2927,7766.175,701.1121,737.32153,1170.0402,5493.34765625
9,591.43445,-2070.3157,-4894.2246,571.6644,-4456.01,1398.2343,9433.427734375
10,2349.2473,7279.317,7861.657,-1671.8295,3710.0996,1694.145,9263.1328125
11,1175.8085,-2089.3513,-4962.7383,129.53975,748.9268,-1020.44104,5758.17724609375
12,1428.7382,-1317.5756,4317.2397,906.3518,5567.0137,-3177.2524,12228.759765625
13,-1897.9103,2115.2046,-4921.596,-694.3374,167.324,2046.5656,7174.80029296875
14,638.31055,1981.5686,2989.6062,-1103.545,-697.8828,-2253.4326,4952.0673828125
15,246.697,712.8546,-7847.2803,1433.7614,-7089.494,3920.9236,16509.802734375
16,3623.2483,2047.581,1916.1473,-7800.5366,1391.1261,11982.762,24936.271484375
17,-3446.086,-80.68323,-10196.76,5306.993,-6943.434,5158.9,19712.5703125
18,225.0189,4179.3887,-2080.3328,1083.7927,-4042.0542,8421.151,17185.857421875
19,12492.698,10962.247,41806.87,-3663.4343,-6929.693,-10045.43,37330.7265625
20,898.44147,1721.4564,2088.382,1650.099,2428.2456,-6820.9053,12905.263671875
21,3198.4966,-1015.5794,-8378.536,2544.5764,4282.7593,1913.2623,13727.0546875
22,-6199.468,12006.095,-8739.681,471.36353,-11731.724,152.25499,28244.953125
23,-25967.734,-35176.36,-35744.543,-8208.284,-451.17776,-12008.91,26939.451171875
24,-26269.799,-34496.895,-49218.812,-5838.576,-3895.5964,-1839.7043,23737.861328125
25,-4996.5605,-19189.738,-23467.27,-2177.6216,-4577.136,1549.8766,19098.123046875
26,3480.1792,-11203.642,6725.5225,-440.9567,4978.282,12787.077,28970.021484375
27,3335.2217,-13552.914,-6705.6177,707.1812,-7879.7573,-4670.8765,21672.09765625
28,1592.8826,-1657.2655,-12969.419,62.614986,-8971.364,3786.9875,21442.625
29,-1344.585,12.648374,266.0396,63.172623,-455.125,-1965.3276,3804.09350585938
30,10159.724,-3724.2454,-23689.19,5021.0957,8762.132,751.82324,34295.93359375
31,13331.908,3463.236,14538.705,352.46536,-10920.346,-2866.648,22215.8515625
32,-276.9733,-164.86763,8175.247,-1565.5415,-7463.9297,-4149.307,17223.205078125
33,-8390.918,-3974.9243,-4466.1978,-2776.298,-9078.38,-4557.807,18715.453125
34,10507.45,929.9418,4825.4536,181.98643,-768.1972,1638.6666,8917.3876953125
35,7062.631,-5710.1216,-6229.921,3418.2253,-5912.609,-292.19556,17613.5859375
36,8741.887,13365.661,5777.0864,-403.3471,-2756.569,-4601.0586,11431.150390625
37,-5632.9814,386.35315,11527.83,1311.4313,-11844.252,-6642.5537,28032.44921875
38,-4466.52,-9062.46,-4983.4033,-2160.5732,-12984.167,-6057.303,25472.673828125
39,98.32317,343.30542,-3889.4143,-3047.1763,2424.377,7499.1484,15203.2666015625
40,2619.4473,900.4856,16811.686,-1255.4575,-3263.7517,2681.5488,16941.876953125
41,-2122.608,3482.3918,9132.678,2734.3884,-9698.044,6704.135,23117.84375
42,14507.642,15755.239,44530.684,923.85645,4342.21,5276.2173,31750.95703125
43,-7597.5664,11430.816,-29402.682,-3755.5027,-7617.054,-2137.396,38503.6875
44,-8384.116,-1965.8341,-10920.247,1931.539,6084.251,-15378.136,29926.775390625
45,-11536.825,-6199.624,-14635.7295,2172.628,-10804.823,-17686.748,36844.06640625
46,-8337.659,5347.6475,-3830.7222,4875.5996,-2118.8306,-5788.9863,18200.03125
47,4281.1143,1243.1772,-4172.027,4839.556,-6425.131,-10951.009,24675.6796875
48,1104.4198,2289.2659,3437.53,7798.8086,-1662.3888,-2598.0686,14665.865234375
49,-4777.946,4067.296,-3158.0396,4592.724,424.3209,-13691.911,26320.310546875
50,-2357.6118,11911.124,9405.298,4356.354,-4935.8447,-13072.374,28579.765625
51,1098.0441,-6504.6094,7255.421,3875.4053,-4005.539,6759.955,19308.193359375
52,-1955.0626,-8520.234,-5704.324,-2259.8503,-1290.9047,-8781.791,16858.931640625
53,-9772.644,-9122.766,-23588.104,-52.16868,2495.5037,-10801.312,23852.953125
54,-10251.496,-1645.1403,-15918.426,-1842.4757,2984.046,-8879.105,20697.060546875
55,-3262.9521,7150.952,2962.5044,7601.9785,3609.8928,-5015.1606,19243.02734375
56,-13733.474,-26044.848,-10355.586,6758.317,-55.686188,-12432.6045,28377.970703125
57,8557.756,4891.2495,13974.206,-12453.657,8362.737,841.743,27200.240234375
58,3190.4229,-913.3741,8411.705,-464.54703,13939.54,-1637.7399,25635.0625
59,-9324.027,-1258.0123,-21603.41,-2218.4077,-6113.47,-6434.484,23790.435546875
60,4176.87,-5477.1064,12401.24,-4585.01,6800.9863,2405.502,21434.177734375
61,-4945.157,-5361.2715,-501.59256,1232.1471,11279.518,11645.976,28546.29296875
62,1579.2517,-8728.794,-19004.512,1645.2842,7093.334,-576.5909,21859.396484375
63,7013.4023,-3266.3567,35057.375,6748.3726,703.5643,583.7725,36325.63671875
64,4999.053,137.16394,4400.6597,1067.8625,-2558.798,-1231.328,6978.43505859375
65,1323.1759,-7591.949,7407.7964,-2419.9998,12537.896,-3104.3633,26245.4609375
66,-3985.737,2912.9355,-6624.2954,1069.7814,4838.288,1090.3267,12246.7568359375
67,-871.1308,9057.571,2671.15,4901.034,-4671.198,924.7009,14698.384765625
68,3835.1384,5949.9414,10208.383,1889.3159,9611.399,-411.71802,17887.609375
69,-2109.2905,-2679.1086,-11231.781,7694.7725,-2874.5962,6573.6953,20258.462890625
70,3907.9316,-3007.5938,6858.1494,8938.791,-5489.6323,6529.3667,23128.826171875
71,822.87366,2736.3223,938.4793,-2820.0654,5429.037,-894.3641,10868.98046875
72,5319.3525,2952.4246,-8491.578,-3023.1045,-2299.6323,5803.0615,17548.892578125
73,3869.5955,-2556.296,-6671.27,6542.07,13246.554,6418.7866,29378.21484375
74,7259.8403,-2650.6724,-6417.249,3378.4746,13833.814,8269.253,31036.12890625
75,-2595.2964,4061.1892,17971.525,12191.391,3602.947,-5128.216,29902.001953125
76,-18903.68,-3050.3223,-15163.424,5741.51,3922.0625,-8455.82,23781.67578125
77,14056.663,259.77972,5351.7754,3088.3552,16597.223,8815.879,35131.2578125
