Element Label,S11,S22,S33,S12,S13,S23,Mises
1,2026.0326,2317.0237,-79.13938,262.85614,-423.38428,242.77527,2459.8525390625
2,1404.6752,2348.6426,324.306,169.20265,156.52605,-273.56842,1860.64880371094
3,2937.2224,2665.1936,-534.0484,-31.921982,156.17662,79.55878,3357.77514648438
4,618.7508,2655.2908,703.5777,1449.5153,-33.211803,-157.61555,3219.17041015625
5,1826.3965,5407.5444,-1104.976,1590.366,253.20032,159.8098,6306.50341796875
6,1328.312,2547.3008,-579.42737,-87.71329,322.98282,-335.87326,2850.50561523438
7,2729.1445,2229.2485,340.7844,657.54175,-21.533335,331.1569,2527.38940429688
8,482.49063,2298.7913,282.29224,-274.6731,-326.8022,-124.95512,2072.73364257813
9,6481.8706,1686.9382,-786.99927,1350.3507,335.01343,138.91454,6843.9052734375
10,-3014.3064,-505.83105,1464.2285,1692.4718,-586.8208,-36.334534,4974.52001953125
11,903.3191,1326.6713,-691.768,664.2265,-89.712875,75.8082,2182.61083984375
12,3539.958,2259.0728,826.7798,227.97179,-94.185486,-42.645077,2390.54711914063
13,-1492.0531,1784.6293,-1005.1007,514.6037,65.8384,-80.76438,3194.55883789063
14,8054.4893,2025.3557,375.6373,-1299.7644,-111.831535,41.55958,7357.2587890625
15,-4872.5854,-1481.7112,-225.34161,-1567.7188,157.51566,-335.97375,5012.28271484375
16,2821.2202,1053.9661,4180.0923,715.10077,-282.92188,726.32623,3275.37548828125
17,1435.1453,308.10806,298.00052,744.009,535.446,-2182.3718,4253.31689453125
18,1520.2008,2373.993,-184.85152,283.47568,-141.1287,-149.58612,2336.638671875
19,2.838147,5883.08,-560.6911,-9046.356,-3273.3599,-26.379446,17772.58984375
20,-1521.2322,1233.9346,-665.70416,-3542.2783,-2287.6843,8815.696,17101.431640625
21,2393.761,3493.9614,839.723,439.97372,-405.21118,-90.55641,2536.365234375
22,-1953.1301,-3149.0632,3223.8047,2410.1887,-3122.3806,-1419.6742,9335.0634765625
23,-467.26413,3116.3389,-854.7614,2430.768,852.1239,1032.1686,6122.20263671875
24,1637.2012,3470.745,-236.67288,1804.9443,-1424.9984,-183.8405,5125.99658203125
25,2103.4963,4061.6501,2174.7026,1806.6686,1029.8513,101.93591,4087.18872070313
26,3277.1726,2029.2871,-369.97168,2208.6306,40.076385,-775.86945,5172.28662109375
27,2441.0134,3975.9343,-1471.7299,2062.3547,187.34447,-271.46274,6062.80322265625
28,539.6683,2354.3113,-198.32379,553.0595,-208.5838,206.90054,2520.57983398438
29,2202.6982,650.79535,1289.4982,1184.0902,-273.96533,284.48306,2549.37451171875
30,237.18039,2412.7593,-2010.9774,518.27295,-226.06912,73.88655,3956.50390625
31,-678.7598,2881.7312,-884.42615,754.6302,842.84937,-69.800896,4160.0322265625
32,594.9358,2843.0745,266.32635,1093.2123,-159.31886,277.54758,3129.44970703125
33,265.35486,2752.0945,-1263.4718,-7.5766106,556.5211,342.317,3688.33837890625
34,2514.7283,2516.0693,562.75116,823.6957,-283.09796,340.8571,2537.17211914063
35,1885.911,3342.812,-178.96841,-242.12985,446.66852,26.043154,3189.2109375
36,1895.298,3387.6145,677.0554,781.5968,-31.101753,-20.612846,2714.03466796875
37,2135.686,4059.819,592.69714,546.55176,-161.64856,-343.70303,3221.94995117188
38,2040.7627,2539.0676,-1846.3156,-281.38998,204.5051,440.08508,4270.67529296875
39,2024.0791,2253.9246,945.5897,-213.05957,165.82309,97.02572,1307.96447753906
40,1765.9589,1929.1167,1193.2128,-576.812,-727.78754,-219.51167,1783.20581054688
41,1554.6741,1432.9943,-660.7334,-1213.612,520.752,-55.072014,3145.54858398438
42,2882.7942,-2658.8408,1394.2572,-601.7513,1845.1133,243.16603,6012.783203125
43,-1065.6631,8578.889,-6151.079,1656.1897,7989.852,-4271.4336,20552.443359375
44,-3261.849,-16019.908,-8627.5625,-3222.9565,-8519.245,-6202.945,22077.7578125
45,-6284.521,276.5323,8213.292,-5997.8066,-4747.0923,6622.419,21568.68359375
46,3603.0708,5700.1177,-5458.0728,-5999.8813,2241.6643,-6010.7593,18356.529296875
47,3282.958,-4458.521,-7233.4224,797.3994,1032.7957,2252.5735,10461.4638671875
48,-12726.742,-12338.827,-9975.393,-1968.8673,2134.7195,-3441.894,8215.4375
49,-7732.161,5138.512,-7643.5806,370.94308,-621.8609,-565.7332,12924.978515625
50,-10404.517,2549.8796,7875.5923,-2791.7883,2039.8367,-3214.0012,18221.56640625
51,1944.6881,3608.534,2267.6514,-1012.4414,-17.417274,30.718086,2326.83935546875
52,-4186.2603,4778.895,-8493.228,-1141.041,-2187.4568,1279.5419,12677.109375
53,-1351.0507,777.4439,-5055.669,421.0864,10.626261,-832.6932,5362.12255859375
54,-1475.752,3771.8413,377.88892,201.809,-423.7563,1837.5459,5660.09521484375
