Element Label,S11,S22,S33,S12,S13,S23,Mises
1,-370.1212,-448.58038,-1071.0244,52.24114,-743.86957,766.30756,1967.82202148438
2,1230.6407,924.153,1943.3154,-73.98597,-587.82983,-909.4638,2086.7900390625
3,-18.68016,-117.45778,-456.3283,66.98861,-809.7424,246.82501,1523.59484863281
4,630.72766,416.21054,934.77106,-45.327755,-740.9113,-289.1043,1451.7021484375
5,2772.2537,2749.4993,4671.6016,54.011337,-503.87384,1067.0939,2799.59741210938
6,669.14514,694.3849,1522.6221,6.1390047,843.92926,1029.3352,2454.15454101563
7,704.48376,794.8008,1373.2542,-91.683624,905.7244,-347.98416,1801.25415039063
8,1022.78125,962.0458,2169.9998,1.3526549,612.7224,398.87408,1730.04895019531
9,104.26827,131.20367,349.04657,-118.782265,756.94885,-344.4575,1473.51416015625
10,-6063.7114,-6021.8174,-9617.94,64.88611,585.28595,321.45267,3759.45532226563
11,-170.72504,215.91788,349.375,-12.767733,-105.70368,1054.0514,1893.66979980469
12,-1208.0172,-741.2825,-1898.8213,31.465841,-309.82803,-1175.4966,2335.33740234375
13,798.656,973.9144,2209.7266,10.684121,374.08313,35.965984,1482.75793457031
14,-5592.977,-5589.018,-9026.161,-28.949963,278.14737,48.85497,3470.177734375
15,8688.5,8443.527,13968.127,205.09955,-241.16765,-481.62424,5497.6728515625
16,-2782.6501,-2141.2427,-3407.529,-1425.1715,-1524.9797,-816.437,4033.90869140625
17,-3297.4556,-1935.1709,1609.7675,-2905.1057,-451.2631,-2599.3416,8090.19091796875
18,1678.5676,2045.3464,5301.4814,117.08957,393.337,-141.68777,3535.0703125
19,-343946.4,-336149.25,-377858.38,467.7678,266.42236,1532.2488,38511.64453125
20,-10265.456,-6866.0474,-17337.57,-1054.2109,-2475.9463,966.2411,10494.6494140625
21,-47.532692,8.114334,-455.72504,285.27533,1568.06,185.35266,2813.55322265625
22,16313.359,17147.688,28105.125,-1788.5464,1018.4001,1009.1544,12069.2548828125
23,-3431.734,-3730.505,-8496.864,905.5524,-366.83572,-3912.7336,8545.392578125
24,-2176.246,-1080.8654,-270.5868,881.887,-567.7583,1148.6455,3162.65014648438
25,-2800.8296,-2832.7366,-872.1216,-558.5543,-340.1158,-101.93883,2257.57202148438
26,-2127.1895,175.46802,-7056.83,-803.943,-558.16156,3233.3467,8671.3359375
27,-1158.0002,-180.32507,2672.091,-591.0859,-2441.8582,-956.1036,5793.0498046875
28,363.74872,713.6185,391.9306,-497.50485,-958.1412,-452.30682,2055.17016601563
29,-703.0345,-1235.6029,-2270.961,-249.45311,1523.7548,669.9199,3225.76171875
30,-2807.7498,-304.24292,-4999.2466,-202.75565,-698.40137,-1161.5449,4710.712890625
31,-1375.986,-3201.126,-2528.8674,-103.41547,1571.3896,-706.78076,3390.36865234375
32,-801.38574,-884.2548,-2656.8945,322.7284,396.35446,552.8845,2235.35473632813
33,162.42017,-1893.6724,-1388.3794,-209.25673,1396.138,-229.57376,3095.3173828125
34,407.98187,-366.13547,-516.7555,48.494267,-666.6637,-224.92732,1493.55114746094
35,1928.8893,1209.6389,2899.8032,373.75336,-905.0477,319.5904,2311.09252929688
36,-2926.1873,-1363.7051,-2047.5635,-22.994673,-658.6799,1621.4974,3321.3583984375
37,-554.58057,980.2319,4144.1616,633.199,-44.43276,-1999.3699,5515.734375
38,6131.7485,4576.111,8596.581,-330.62454,49.68823,678.5086,3747.83422851563
39,1337.8981,1024.0306,1519.6361,491.783,2701.9065,494.94174,4852.8271484375
40,-5519.098,566.92773,-15214.898,-3161.3157,-1415.8988,4599.8467,17015.55078125
41,-5979.115,-3901.5244,-9283.954,-1076.1189,-845.20215,96.477234,5267.78564453125
42,6086.4004,9186.889,7195.507,-3193.7114,-6150.6646,-2501.7183,13048.814453125
43,-10332188.0,-10344477.0,-10318025.0,3803.4443,1878.9768,-5735.5444,26044.939453125
44,15205.68,8540.367,32184.133,-4074.2644,447.5504,-2827.0925,22808.728515625
45,-22369.69,-23195.324,-36699.543,-468.16434,161.02968,-2443.6453,14589.197265625
