Element Label,S11,S22,S33,S12,S13,S23,Mises
1,3550.4766,-223.94398,2192.474,1678.0541,-378.11462,-301.77213,4484.91455078125
2,-6.6986876,1168.6434,-3521.1604,931.9845,103.581,786.7619,4728.47998046875
3,4207.6294,2972.3057,4624.8735,568.78174,654.6602,-1200.6676,2965.912109375
4,50.56439,1327.7338,-5924.9204,-245.14539,-1115.4805,1080.9645,7237.9501953125
5,4833.977,4991.896,4820.1143,2755.235,869.98456,-534.1383,5091.93603515625
6,-1516.487,1220.9097,-2955.1487,1438.0532,470.08115,545.2286,4610.85888671875
7,6849.313,384.1486,4355.9956,2677.9312,-186.68077,-1392.8337,7702.8388671875
8,-5310.0845,599.74945,-4996.9155,233.14037,-643.90594,1535.3247,6453.8369140625
9,8682.729,4792.7534,4331.279,2731.6904,2294.6775,-1304.7059,7773.66064453125
10,-1597.1887,508.7684,-2436.3306,395.50003,-2411.2183,801.8508,5171.70068359375
11,-1544.666,1906.9796,-3082.5789,1935.1696,-280.50372,-431.9315,5622.9658203125
12,5563.8223,1901.6885,2202.7488,760.66876,63.617813,255.38603,3787.21484375
13,-3679.04,2131.8032,-1100.3772,2640.8635,281.86288,-312.23642,6847.22509765625
14,7708.1987,478.8904,495.7079,334.48187,-1628.7257,259.23087,7786.9814453125
15,-1471.7284,3869.3865,1210.1897,1569.4727,1395.5093,154.6715,5890.63671875
16,-404.18417,2866.033,5820.279,2044.2905,-2213.312,1307.7177,7838.80810546875
17,939.48145,4115.0615,-1381.665,-1034.4918,731.44727,1463.2152,5837.94287109375
18,6731.489,-13777.201,-7013.0117,-3417.4658,-6437.9683,-3552.11,22909.99609375
19,-18296.799,-10213.147,-13126.242,-624.91327,1493.076,1853.0009,8273.0478515625
20,3093.3345,-401.03986,324.9559,-227.07277,740.785,425.44095,3541.86303710938
21,27663.984,9821.272,7687.2695,12105.562,-7935.536,2267.0913,31701.166015625
22,3694.5713,3857.7795,3555.3367,3846.9312,-415.09586,1061.104,6954.14453125
23,3541.5469,1063.1796,-4614.6143,168.76997,45.1865,613.0227,7325.99951171875
24,-1068.7788,4058.1013,-6644.743,2352.932,-1436.4048,-61.974346,10429.46484375
25,733.4963,-1685.8362,-15727.513,6542.2256,-52.45542,-567.5709,19140.796875
26,6985.082,7201.017,19612.504,5714.428,1959.5205,301.75073,16325.6884765625
27,5778.5596,671.27673,-6863.458,221.50285,385.01947,502.36728,11076.4443359375
28,-4215.474,3396.6465,1346.5757,-3400.8977,-1250.3536,-1342.5571,9557.072265625
29,-1331.9066,-201.44856,-5760.3745,1353.37,-2652.0203,428.34464,7282.8818359375
30,-2080.5127,3235.7686,-5489.663,793.6798,599.42456,494.40747,7855.5830078125
31,-189.31941,425.40918,1964.045,493.1451,-531.45465,196.42418,2320.29956054688
32,334.91306,1822.5587,-1421.8279,635.1738,-624.4925,-175.41481,3222.61645507813
33,3169.1777,830.55896,-403.91763,401.83942,-876.42896,-2132.5444,5129.53076171875
34,1902.15,1373.2949,-659.4364,-1775.3219,-574.27374,-127.7302,3997.53979492188
35,2574.9194,1760.5585,-1481.1359,-87.25511,-79.05416,1097.4369,4179.2783203125
36,1364.3464,4936.423,4189.5312,-192.95686,156.42656,514.3374,3410.03759765625
37,3419.7317,-2893.9612,-3950.704,678.63354,-2032.4924,-1378.7736,8193.236328125
38,5243.0073,-1139.8922,-799.181,2010.9056,120.72549,870.6117,7289.14306640625
39,3608.0422,268.74982,-511.28796,-4679.7886,-919.13586,-1024.2203,9259.9619140625
40,5333.1265,-7439.658,-1307.2076,-3415.4915,808.57465,-576.78864,12664.0712890625
41,2111.0894,4013.7856,840.3498,-6907.325,5614.8384,7147.9263,19966.072265625
42,-9558.039,-2396.5286,-610.07104,39.77494,10999.863,1949.274,21015.87890625
43,4443.834,-10217.293,17562.361,2495.5579,-2894.2107,10137.259,30520.18359375
44,-11670.335,-15828.184,-23939.832,900.96356,1093.7092,-2622.566,11977.9345703125
45,-14387.258,18.489841,-6060.058,2573.5203,-3566.2449,-4335.85,16472.109375
46,7006.618,-411.88724,1739.4384,479.5667,2482.543,-1768.4027,8500.7978515625
47,-5502.4277,1707.0818,-11349.541,6204.5674,3077.2236,-1480.265,16697.06640625
48,-10457.018,5844.351,-2309.6821,196.04375,-3605.1753,5154.445,17835.724609375
49,18260.65,11254.126,41088.297,-4123.2197,3611.5874,6700.221,30902.228515625
50,-5373.1055,-2965.2463,-8447.73,-8415.328,1146.6808,-7964.05,20720.29296875
51,-12011.567,247.94643,-12664.472,625.3048,-1843.0209,-1540.3549,13311.931640625
52,-242.07498,17332.773,-2342.7114,-45.123188,-3144.245,4264.224,20842.794921875
53,1771.232,3454.32,5069.6597,1422.0148,462.9668,-1234.1451,4409.0361328125
54,-8050.503,5629.019,-6334.4355,1883.7207,-2012.9247,2579.8552,14469.51953125
55,-4061.8813,11321.423,20263.414,-280.21204,3500.4265,1348.3696,22284.779296875
56,-5938.4473,2009.4708,-9775.426,396.59268,158.47449,1662.7064,10827.2236328125
57,6926.271,5722.8438,9865.297,-105.27598,3678.4695,-538.1265,7424.177734375
58,1105.151,4659.911,-6633.1665,2081.3423,-45.29533,-586.9151,10679.9462890625
59,1024.5349,-50.640877,-4564.0083,4013.9736,-219.5445,1018.07,8830.01171875
60,3978.5796,-311.39496,1803.7241,1695.6222,176.91232,248.06999,4765.26171875
61,2898.8616,3402.6167,-3044.101,2461.8708,1269.3141,670.5872,7932.9267578125
62,1016.569,3154.249,7689.404,1271.263,-1084.0126,4.323144,6573.1005859375
63,1789.8798,-435.38962,-691.8574,1006.8775,-441.74026,618.125,3218.90600585938
64,451.64026,-806.46594,-3386.0125,1012.3303,-359.47324,-1329.1333,4499.3466796875
65,3133.246,868.958,4316.587,965.9796,464.97586,81.33691,3560.13012695313
66,1998.6198,2539.915,115.11046,729.3931,-727.187,150.70723,2847.93383789063
67,3454.1123,2523.6108,664.6303,48.370705,-684.3677,871.43713,3121.17456054688
68,-707.259,1314.4855,2827.9016,852.16736,-268.58038,-1060.7583,3899.771484375
69,489.95828,3022.0093,1619.869,825.4389,192.66487,49.57738,2643.8173828125
70,1016.6265,1588.9895,416.81165,-826.8733,1237.4453,-262.27695,2807.49487304688
71,4428.203,726.1373,-1272.0155,-1438.5499,2156.5037,753.52625,6852.62060546875
72,1506.8726,504.44193,-27.845491,292.7928,1743.3169,-1876.7645,4665.099609375
73,2303.4937,96.71061,5534.663,1220.3176,-317.66623,-7287.7563,13658.158203125
74,2698.4507,1873.5115,3553.702,637.14606,402.40244,2847.707,5305.6064453125
75,5963.312,-14440.237,968.3475,-47.53842,1089.9823,-4638.412,20185.515625
76,5444.109,4611.6504,11060.39,-1092.6826,714.6897,5301.448,11240.1591796875
77,990.5424,-9096.419,9037.524,1265.966,-1588.2294,414.65454,16141.9189453125
78,-3550.6177,-6105.5366,-7494.1587,7469.5815,-359.35904,-3254.1863,14544.5615234375
79,-5704.3975,24195.795,9838.449,-9407.162,12796.991,-3934.6238,38393.80859375
80,-1444.488,-11622.683,-23675.016,-2425.5994,-2331.5059,1479.7063,20299.072265625
81,5495.361,-13541.457,-16330.111,3339.3054,-151.08875,-10362.238,27909.021484375
82,-2637.603,-6984.99,-4683.0527,9610.808,3531.7905,-1998.9069,18458.10546875
83,3629.766,-1305.3542,10730.303,6217.4224,1376.505,1159.2346,15346.0029296875
84,-9303.998,-969.4249,487.47638,10429.819,-2736.012,-584.92694,20822.041015625
85,1220.0765,-8737.458,12319.749,5541.98,-3064.9487,586.46606,21312.78515625
86,1236.6998,5025.0674,12328.977,54.137943,-1277.9664,639.5458,10074.927734375
87,-2748.4204,2696.0193,1157.6067,814.04626,2014.4707,793.7333,6299.61669921875
88,475.67377,5094.14,1775.4366,2452.3345,755.6399,241.36288,6078.34521484375
89,-2609.6172,-437.43262,2589.7747,437.1916,-1418.739,976.32495,5470.7880859375
90,812.6612,-2367.6821,-1993.8016,399.45633,-531.3535,-2038.8759,4781.427734375
91,-8276.41,2512.4382,-22559.723,-131.5264,-261.82465,-1734.9269,21995.458984375
92,-2142.6765,-1355.9803,-1207.8578,-158.98697,-402.43607,1249.9642,2450.7724609375
93,-1804.2853,-276.25433,-1381.6656,-270.53116,1188.5494,-71.32,2518.03100585938
94,1456.1285,9188.158,-342.98526,3215.258,-211.62029,-370.78998,10415.9658203125
95,4641.614,7342.501,2927.6143,1621.2136,126.346176,-993.8003,5075.20556640625
96,4443.9404,-1198.5538,1539.1748,-607.2387,-1895.9182,-3220.4583,8178.57373046875
97,5358.9277,-2532.1218,2527.6697,-1854.104,-2677.5996,-739.65405,9022.5322265625
98,596.6899,-308.9885,-3053.029,-763.80414,713.95184,1009.21313,4143.68603515625
99,3188.7214,4002.1863,919.51227,899.56805,531.487,-55.473866,3307.76245117188
100,8732.212,523.92834,13548.023,850.96936,803.25006,1082.1177,11735.353515625
101,-4531.495,-4598.527,-12109.419,-6486.143,9571.155,2292.3098,21765.03515625
102,-19392.809,-12621.516,-15315.798,2473.2742,8175.028,-2429.7734,16474.880859375
103,-2417.7766,2281.0686,2917.077,2224.5654,-2586.8386,173.88612,7777.15478515625
104,2231.3218,3134.9553,7344.6216,1727.4932,-814.85925,-11.456693,5769.4814453125
