Element Label,S11,S22,S33,S12,S13,S23,Mises
1,-9118.698,-7719.45,-21296.828,108.70431,316.60452,168.11517,12950.904296875
2,13759.133,16396.299,23130.275,509.56555,-1044.4598,-518.39197,8655.4921875
3,15298.408,16068.428,22741.703,-933.39386,-2822.143,-1254.6349,9027.3779296875
4,-4475.5034,-8913.48,-17003.541,864.1837,-650.6314,503.79492,11194.64453125
5,6188.6323,980.03955,3695.6494,1530.1731,-800.5696,-552.10736,5497.359375
6,3142.2334,2897.5898,2881.7217,1240.1489,-1563.9761,-181.30617,3480.59936523438
7,2898.7476,5470.876,-1239.9839,796.4211,-194.52759,-1011.03033,6282.771484375
8,-10965.511,-10652.289,-20259.887,545.0272,1092.8828,2049.863,10318.6669921875
9,2441.8132,8977.296,2456.6433,2486.4,421.6999,-1983.1168,8572.8720703125
10,1050.0973,11739.291,-4803.2793,-1550.0396,34.47055,3109.5603,15726.0380859375
11,18564.637,13706.975,20304.154,1181.1602,-872.2186,-917.3517,6638.15576171875
12,-7593.521,-598.1,2043.4951,809.6047,-413.34167,1156.0096,8993.3876953125
13,-8.84668,-8216.503,-28586.492,3216.0806,1218.1917,-8.070825,26172.0
14,10444.827,6982.4204,-2202.0342,-3385.883,1097.6705,6773.8315,17429.986328125
15,-48172.5,-69504.164,-91441.8,-172.8846,4182.8286,-2934.9233,38505.6484375
16,17299.309,15411.427,26307.064,-543.18353,-230.13571,2209.4353,10835.0439453125
17,-6636.6143,-9282.383,-11477.234,1730.2938,6623.882,-70.25139,12579.6865234375
18,44021.062,52827.49,84703.93,-3512.501,-193.62366,317.93225,37574.01953125
19,478854.62,468110.25,505577.0,-8889.426,-2577.8374,-2023.6154,37228.0625
20,56387.234,53508.547,83169.914,-504.44092,243.59358,-4900.9795,29592.1953125
21,27343.385,15691.123,35527.97,1459.1056,-1355.0448,-2975.9973,18346.5703125
22,6432.4766,10808.454,11139.286,535.8076,-4220.744,-1495.1644,9039.8125
23,17554.078,22584.578,11638.943,-2404.5476,2729.3794,1338.7904,11624.1982421875
24,-2613.1274,-2018.8994,11263.591,-331.3742,-4985.069,3953.1956,17505.310546875
25,-16902.82,-13408.202,-49307.477,118.92987,807.06305,-4369.1978,35139.46875
26,5723.0146,10820.764,27489.924,9381.142,-621.35205,793.9687,25610.34765625
27,41096.324,29097.113,52746.758,173.93561,-1394.4207,4248.561,21899.416015625
28,23822.744,1111.4111,20511.59,-6384.2876,-3687.2861,-1106.0167,24865.701171875
29,-16452.031,12739.576,3873.8882,-2226.973,-1800.2269,1126.3246,26464.185546875
30,9760.009,14195.931,47108.008,5470.595,2765.2512,-3206.546,37315.48828125
31,-8509.547,-7381.1416,-37766.64,-5722.3916,898.6671,-1818.4268,31636.130859375
32,-9916.393,-5710.5034,-25203.25,963.6689,-1287.139,1077.8405,18080.755859375
33,6788.9644,-11541.273,-14598.679,1262.9218,-703.8953,-788.5778,20236.728515625
34,-14041.249,-7436.8574,6282.3096,835.766,-512.1835,2643.1638,18608.646484375
35,-3489.6167,-7337.245,-16574.73,-697.1827,1261.2505,-1872.9606,12346.3427734375
36,-40245.5,-36168.344,-66076.26,2458.0054,-125.39673,1644.5415,28556.14453125
37,-19314.273,-17268.629,-42291.867,-857.1416,217.26938,2284.9138,24436.994140625
38,31848.23,27517.137,52586.83,-149.46762,234.97952,-3240.8728,23883.279296875
39,-14492.195,-11757.579,-25721.236,-210.62473,512.4669,270.59888,12861.462890625
40,13918.951,12887.94,30732.727,2164.6904,-4943.52,465.05487,19726.197265625
41,9510.83,12614.411,17426.133,-3429.5645,1028.7164,-145.5963,9286.6865234375
42,10144.06,6940.2607,10418.046,848.64307,4628.8003,-211.46439,8819.8251953125
43,-1258215.1,-1242971.5,-1282523.8,9659.472,908.3633,1749.2687,38540.890625
44,-46469.887,-77706.836,-64718.844,-16529.756,-388.06525,3509.5283,39947.84375
45,46071.992,61645.023,69761.89,19220.959,-1054.3235,880.2836,39354.828125
46,-24862.863,-22158.773,-49533.64,2098.6416,-4865.373,367.58374,27700.2734375
47,-48294.01,-60387.27,-88045.09,7145.2476,2090.9688,3303.7417,38009.203125
48,76933.99,72808.55,114742.375,-301.833,-281.36118,-1681.1464,40142.984375
49,29364.941,46720.57,22093.02,1275.1117,-5882.051,8269.935,28180.77734375
50,27505.14,30241.434,62928.984,9697.038,-3326.4868,952.4248,38515.2109375
51,15346.613,14166.827,20715.105,2935.5056,2653.3833,-1292.9316,9409.26171875
52,-11465.183,-10851.315,-7220.748,9455.615,-1720.9911,3505.732,18159.52734375
53,10991.828,8556.012,6081.6143,-2819.645,-1724.0833,-6364.2812,13128.740234375
54,-425.5315,15411.123,-7380.41,4415.664,785.7527,1500.7319,21826.93359375
55,-31107.97,-42023.81,-68257.734,5788.282,-807.12494,-5380.7676,35819.890625
56,-10195.394,-14720.984,-3216.9995,-2406.4817,-3204.4849,-2012.6238,12692.1982421875
57,-2590.1748,-15099.468,-22189.615,8380.69,1018.594,-2661.2395,23032.85546875
58,-1545.1719,14931.713,17271.578,919.3275,2242.751,2289.1611,18677.859375
59,8315.7705,-7043.8354,-21104.684,1373.1287,479.87604,-38.649376,25611.439453125
60,-561.83594,9057.894,17710.463,384.4356,1255.9647,105.18503,15995.326171875
61,741.18555,-11454.775,-38639.492,4430.8633,-68.14292,-2396.652,35992.1875
62,4513.4844,7762.673,12538.611,-2228.7642,-1502.5269,-85.12304,8401.2744140625
63,5717.0713,6624.5894,-19347.45,-5402.7163,6936.9634,3613.712,30379.423828125
