Element Label,S11,S22,S33,S12,S13,S23,Mises
1,132.0303,-2927.4219,261.89557,907.3625,218.62268,-369.1689,3577.23266601563
2,-594.6809,1010.3163,-1396.4769,571.4399,-505.81567,855.0659,2906.26318359375
3,751.0361,2040.966,3018.6248,279.76877,942.1872,-793.01855,2943.71264648438
4,1134.2926,1501.9888,-2896.02,65.86412,-2173.5005,1259.656,6066.80126953125
5,2007.9938,4906.768,5139.7837,1866.2576,1343.092,-1828.3612,5917.921875
6,-930.5594,2177.5781,-2774.7131,485.95892,-665.9508,703.55817,4724.111328125
7,1822.6729,590.61017,3752.075,1770.3766,1477.9812,-785.8624,5042.4638671875
8,-4744.242,504.1291,-4924.8926,916.36945,-2714.017,729.44653,7398.60107421875
9,5742.048,2432.662,4027.2117,771.0341,5557.6143,-626.7047,10190.22265625
10,-1892.3201,-474.09726,-2808.8298,551.0072,-3963.6685,1158.087,7497.83203125
11,-257.5263,2564.2468,-1115.4093,1015.69116,911.0165,-82.42696,4089.52783203125
12,2126.3567,1297.8038,651.47906,12.481337,-1450.4922,71.879585,2822.67602539063
13,-2628.4036,1024.0734,267.0159,1607.286,2062.5303,444.98938,5679.333984375
14,4265.2725,383.58246,-85.47746,1178.5652,-4168.787,-1135.7684,8790.9951171875
15,299.2579,4935.4775,-335.43866,1584.1497,2256.2415,856.4059,7059.79638671875
16,-582.77295,5211.8975,-2764.4553,-2867.5518,-2176.096,457.03214,9512.1728515625
17,-633.432,4398.5977,4186.647,-1007.7668,-81.47492,338.65967,5264.0732421875
18,667.46216,2274.692,1567.2906,853.9154,-210.66278,611.99994,2321.83764648438
19,8752.164,-3692.797,20263.818,-6705.028,-4127.0273,-2303.6384,25150.484375
20,-14283.969,-8974.588,-25645.879,2434.698,-2289.3704,1497.5669,16057.4677734375
21,-567.9324,494.82727,3134.6604,1475.7267,-812.3701,-808.6628,4623.70361328125
22,17285.518,4304.311,13252.828,-1853.25,11660.272,-1638.6975,23636.212890625
23,1780.4956,261.72345,9847.54,1527.3074,1302.7637,2.8234653,9577.341796875
24,1198.1741,-3773.1438,-17692.09,2004.3922,-1530.7579,1093.819,17615.853515625
25,631.3395,4090.2102,-9549.465,4857.424,-1113.6796,1972.5698,15394.943359375
