Element Label,S11,S22,S33,S12,S13,S23,Mises
1,33791.164,41244.46,22284.043,-4445.353,12833.273,-10124.77,33684.21875
2,-25401.277,-12846.92,-47253.625,-5762.1045,1192.8823,11034.925,37130.34375
3,-7172.6226,1551.6461,1031.8578,-7864.534,-1822.123,-12055.383,26520.900390625
4,118117.46,98632.33,131300.58,-8308.868,-1857.7151,8234.426,35088.77734375
5,128283.97,105584.05,150695.83,-857.6118,-4554.982,586.3996,39897.45703125
6,-35443.37,-37459.312,-57369.855,12635.796,751.50836,12405.675,37188.9609375
7,24580.254,21504.15,29244.258,-812.00244,3320.476,-7076.083,15193.0869140625
8,26124.72,3085.2305,46682.332,-1156.5531,363.63696,-2651.2031,38112.55078125
9,-67655.52,-54181.81,-41241.266,741.9515,-16311.355,6972.2085,38327.83984375
10,-180859.75,-178793.27,-175356.08,-2544.395,8457.138,15363.683,31069.392578125
11,3848.4336,-19411.08,-35357.12,-2561.0525,-6953.0225,-2668.4023,36772.953125
12,13380.435,30504.496,40715.785,-7633.281,-9738.891,-5774.728,33641.40234375
13,3041.9822,5548.89,14981.7705,-9805.1045,-17921.951,3952.105,37653.390625
14,-245166.2,-242793.98,-263734.75,-608.6844,2305.8794,10161.515,26857.0078125
15,58325.973,58375.67,58796.86,-579.77466,868.3857,-421.27695,2000.98010253906
16,-20133.55,-4554.334,-26624.08,-8363.405,-2607.044,-7581.398,28082.357421875
17,-13907.433,-10374.907,-29182.271,2512.6714,2698.5205,2870.6555,19111.953125
18,-16733.297,-17438.145,-17786.541,17344.121,12160.297,-7618.581,39000.84765625
19,1895.5732,1995.8391,725.7982,-551.29614,129.33116,717.10034,2000.09411621094
20,-56326.082,-79115.18,-40706.066,6.968419,1921.9198,5603.4146,34993.859375
21,-41024.25,-44893.547,-79834.54,-3138.3918,-3765.9958,1700.3951,38102.65234375
22,4916.228,4361.804,4008.3718,-895.9672,-344.79514,-450.32507,2000.38806152344
23,3401.6829,1768.7212,2977.1287,235.42871,-449.13834,528.68463,1939.97619628906
24,4979.1846,2367.8167,5264.207,122.50269,757.05835,1652.0052,4194.8271484375
25,1703.4135,-2122.7207,-10949.11,-3833.3987,-4355.5967,-818.1769,15143.38671875
26,3589.2664,-11163.206,3743.8147,12237.833,360.7688,7827.9546,29213.935546875
27,81143.68,75265.28,48433.984,-5549.8135,-6439.3237,-1779.7004,33741.62109375
28,-129871.85,-89161.875,-117624.27,2576.2646,4375.704,-3547.28,37733.3828125
29,-5442.984,-35648.688,-41900.18,-536.6515,-11346.905,1980.9071,39232.5
30,-15819.566,-39090.816,-25108.867,13932.4,-8667.871,-11368.282,40088.81640625
31,-11857.007,-25634.43,-45186.84,4090.8403,-13519.399,-2609.809,38215.921875
32,-17158.0,-40834.645,-54873.195,-6514.9185,-9596.573,1819.7677,38776.28125
33,-3035.7517,-37000.184,-42683.05,-429.83252,-4538.7236,-7530.0684,40141.66015625
34,111.52927,21476.152,30829.906,4302.791,16453.643,-172.33925,40144.45703125
35,-32021.17,-15705.503,-25219.1,4023.2505,-9946.001,-679.1709,23413.6953125
36,11826.495,9242.386,2371.0122,-891.9698,-2909.6055,-5955.8633,14347.505859375
37,-1104.4761,11654.014,-27116.666,-7859.0317,-6991.5293,2101.3025,38941.921875
38,35310.84,27845.074,15723.268,-3792.828,12394.543,-4249.825,29178.5546875
39,-4900.4507,19419.217,-748.0029,12288.982,8716.555,2122.8516,34672.96484375
40,38506.094,12033.247,31831.77,5344.8564,-10695.597,-8505.902,34851.265625
41,47372.633,34716.668,30147.287,-3253.3774,4490.201,4428.665,19747.4296875
42,58558.426,57264.02,57851.77,-852.6528,317.714,293.05548,2000.41784667969
43,-222979.4,-223152.14,-223168.64,-331.01855,1.2118167,-1101.7014,2000.73034667969
44,-3106.9766,-1642.0188,-1675.8877,-781.4281,36.61358,-152.8934,2000.91796875
45,10241.968,8096.8374,9004.429,134.75844,-365.61987,-152.78069,2000.98571777344
46,-8728.305,-29220.432,-23506.025,-16181.417,6385.1074,2755.994,35582.1796875
47,41887.797,41168.89,40984.266,730.5152,387.86475,649.97687,2000.83117675781
48,-4559.2065,12338.501,255.02504,1567.0969,-1190.5397,-18082.377,34927.015625
49,-61700.74,-69055.414,-74312.77,-3323.1064,6047.0835,-18816.236,36405.7734375
50,41652.066,21454.178,26078.725,2563.5579,-16122.404,7703.333,36241.83203125
51,64997.53,24495.842,61859.184,1729.7483,-3461.5364,591.00464,39611.84375
52,-12150.664,-32534.5,-3977.5237,-287.99826,-6343.2573,-4091.9646,28637.267578125
53,-25468.887,-18729.877,-30364.467,2964.781,-3443.7007,-20114.463,37122.69140625
