Element Label,S11,S22,S33,S12,S13,S23,Mises
1,-97.579475,-47.595543,490.38474,124.879105,398.86746,1218.8538,2302.10668945313
2,-1378.222,-1173.1292,-2263.8713,32.043404,-64.80388,-1381.3737,2597.75610351563
3,638.81195,644.965,922.9538,-39.58461,-1182.1774,1135.6584,2854.03540039063
4,-590.3425,-256.73972,542.9752,25.366268,-220.48448,366.14453,1252.02954101563
5,-1587.7753,-1263.95,-2034.3458,163.49007,-1113.3278,142.371,2075.66625976563
6,414.02972,489.3827,1309.4622,-134.77927,307.4606,712.79156,1613.16821289063
7,1439.9558,1603.4657,3013.8147,-129.43573,159.40598,-964.298,2272.11987304688
8,684.79846,811.3623,2129.45,-70.134415,548.3528,-98.28511,1692.92785644531
9,-6084.919,-6258.6865,-10329.527,76.6009,724.9217,-712.035,4519.34033203125
10,3397.6616,3609.5894,6273.9224,109.18375,590.48535,726.6137,3220.85620117188
11,-1255.0969,-1267.0217,-2291.0645,-58.781265,89.42906,844.26306,1798.25366210938
12,1155.6135,1254.1926,2740.0774,-16.814938,547.2914,-202.98291,1840.40393066406
13,-1797.0001,-1482.5743,-3370.816,-56.632694,98.89137,-82.43381,1769.16772460938
14,2188.1255,1715.1422,3552.2207,-54.376423,-273.74005,470.22665,1904.3828125
15,-3652.7485,-2793.4902,-4927.027,-532.78674,888.46967,900.7567,3018.4189453125
16,-3822.0752,-3410.94,-6210.3096,307.64758,-1013.6812,803.0845,3486.54663085938
17,-4660.8325,-2687.6555,-10015.8545,-1748.349,2717.0781,1066.5197,8824.1826171875
18,3064.4075,2726.0725,7976.795,181.41052,1256.9319,-210.1159,5556.875
19,113028.21,85150.28,126309.88,-5342.6147,2633.1714,3195.9756,38222.00390625
20,27290.6,17060.355,23530.715,-533.24243,-913.3032,-8176.683,16860.009765625
21,2115.815,3109.2969,5924.757,125.60454,268.41235,-758.56494,3701.43969726563
22,-5833.317,-7436.8047,-2581.9016,-2777.4077,-9260.439,-7166.4805,21280.0625
23,-8372.714,-10264.165,11751.166,4794.9106,1888.0356,-735.1271,22976.078125
24,-4693.779,5317.407,-7966.0767,3063.1812,-1719.443,3611.7458,14827.1435546875
25,-526.24854,-4642.752,-4595.0264,743.3373,-1471.7482,-6115.824,11709.701171875
