Element Label,S11,S22,S33,S12,S13,S23,Mises
1,1891.7015,1199.0278,-273.1047,1347.9116,-90.51094,95.90939,3028.10986328125
2,2686.714,2002.3501,1003.34796,1199.2021,540.4838,-306.04633,2760.73510742188
3,-382.5936,-654.1381,-776.76996,1891.2867,-248.16167,289.69882,3359.9853515625
4,1374.442,2576.9014,1111.9772,1634.9749,-543.9358,-242.20717,3303.54638671875
5,1957.8079,2863.288,2726.9446,-453.51886,-104.305595,848.287,1877.0927734375
6,1854.3956,2150.1982,617.0758,-296.17413,-145.07588,34.966034,1521.32446289063
7,1398.2382,-1288.2141,-1679.4923,705.4479,177.23099,-23.505522,3163.8798828125
8,1355.1978,2318.1626,1780.8147,2116.992,466.30313,1046.033,4251.8740234375
9,-452.27884,550.95013,-1235.6073,1370.1914,-239.10275,-208.36931,2887.90014648438
10,-1761.2507,-1001.5321,-3749.9111,453.65237,87.58541,-773.4182,2911.650390625
11,1523.1989,1672.5188,-870.8146,1218.1234,764.7983,22.356483,3509.81372070313
12,540.4273,-284.64395,926.7629,-285.27982,-515.57336,-712.3786,1926.86364746094
13,1322.7372,363.07922,-1008.8005,666.62476,-282.9065,516.2428,2548.00439453125
14,-827.58954,757.1155,-1554.2611,765.578,-256.34677,-751.60205,2800.1943359375
15,1987.9592,1517.9849,6976.339,-1407.1176,480.762,489.83163,5899.3525390625
16,-1066.698,-188.97943,-1581.6788,1934.8016,-3340.1213,1016.8639,7020.6298828125
17,-971.9172,-698.06683,78.66997,215.96326,-1841.4161,-1155.614,3899.96362304688
18,-661.4129,1634.8767,661.1838,1022.10516,863.52,1430.7219,3936.64013671875
19,-11217.48,991.33856,-12200.09,2412.5256,2998.163,-508.0279,14395.1162109375
20,1360.3811,13166.53,5819.3315,-1479.5161,-349.2234,3671.4746,12409.525390625
21,791.41003,52.166054,-300.3979,1228.6149,415.2247,-350.65768,2519.12963867188
22,-1459.1107,-1289.4382,-1620.9049,4250.4424,-5837.9683,-1814.5354,12899.7841796875
23,-158.90536,-260.8245,187.69469,3625.9744,-1827.4744,385.9074,7076.34619140625
24,2065.8203,-1525.4618,-396.76132,3816.454,-587.0345,-1265.5393,7723.49365234375
25,1423.167,-88.94526,810.2622,1422.7258,-39.164555,984.12036,3273.81762695313
26,4379.2026,719.0364,-1248.045,1484.014,1103.7201,-67.67677,5894.17529296875
27,2777.5303,3501.625,8902.148,2976.7742,1821.5488,1950.3612,9030.49609375
28,-3413.8196,2269.37,-2461.2668,-975.8471,-777.85583,0.085503235,5697.76025390625
29,962.4776,1720.502,-4299.1245,1393.4442,1180.3711,-802.6232,6647.17822265625
30,-951.7655,3099.8342,-2627.9124,66.09766,1651.5736,-380.80048,5886.189453125
31,-1978.6904,5636.901,3205.7937,2246.2349,39.84681,1482.9426,8193.4140625
32,-213.62137,656.9936,-155.73291,539.6639,1735.5222,1491.9915,4159.18994140625
33,-1846.943,2267.8691,-72.06881,756.5918,1394.5428,570.9614,4616.07177734375
34,878.9769,1021.91614,-312.7478,1027.9604,-553.4389,692.21985,2671.60620117188
35,1310.2301,1882.5897,-246.05373,-175.54358,1596.0928,445.71545,3459.96215820313
36,1689.4849,812.5088,-85.84488,1323.3059,416.09515,1.8093845,2852.50634765625
37,638.0272,2145.654,-265.4974,-588.4003,-313.0342,704.0724,2696.52416992188
38,785.3497,2889.0474,545.78796,-90.161575,941.3974,-597.6709,2956.62060546875
39,2022.372,878.5408,-160.46162,675.81384,-1384.0195,383.33612,3336.74438476563
40,1111.269,644.6503,-685.38165,389.00406,211.9776,-995.5964,2483.89770507813
41,1601.0956,599.3604,1290.1139,709.1539,1216.2434,658.05383,2834.4677734375
42,3326.23,-386.74725,134.14879,758.6799,3389.1462,-934.6799,7136.52978515625
43,2476.5024,2617.6575,13653.425,-735.4501,585.34607,-1270.7373,11439.4375
44,-11602.246,6527.365,-11748.056,2691.2495,-26.212677,-1529.2332,18976.13671875
45,-4441.968,10160.87,8994.142,1127.3573,1143.3356,1722.9564,14635.8046875
46,-256.4182,-6615.6797,-7955.678,2055.2556,2785.1616,-5472.6123,13287.1845703125
47,429.54657,208.63426,-5633.4204,-101.09826,-1291.9492,3773.8457,9123.2001953125
48,4595.741,-4142.8735,-13922.084,4048.3933,-2774.6492,1124.3013,18262.25
49,4082.2402,2742.3826,1842.9062,2591.1082,1876.5947,4843.277,10241.4736328125
50,4968.6543,5348.504,-635.6104,-273.91916,-2529.251,3162.5908,9116.0966796875
51,-322.0841,2366.272,137.56865,1193.1731,-628.3673,-866.37897,3729.63647460938
52,-275.42114,1924.2107,-1232.1271,-193.25375,-545.1824,-513.5408,3106.92016601563
53,1064.3439,1877.6775,-1234.2717,1293.739,-28.008106,-1753.8673,4697.49658203125
54,1506.3328,346.4708,-552.5539,1224.0305,755.87134,120.19967,3073.82348632813
55,644.73615,1139.5184,1267.8315,187.18358,989.8297,-1492.1664,3169.99096679688
56,-398.6181,564.7359,-2032.7832,3283.9517,-630.0846,-30.699793,6222.51513671875
57,-326.3207,203.79779,-1180.1392,1886.3312,224.91876,-380.38483,3566.96435546875
58,1550.158,-121.36674,-106.17764,508.76566,552.00354,-205.41565,2141.51220703125
59,810.37866,15.166859,-369.3243,-1152.6526,990.1695,-1182.9901,3494.49194335938
60,-580.1681,430.04773,-809.45953,-140.56796,1799.0413,-1455.4166,4174.7314453125
61,3458.4956,1373.7488,818.7164,-641.2026,-163.95831,1475.21,3695.15014648438
