Element Label,S11,S22,S33,S12,S13,S23,Mises
1,6382.0063,11421.826,1144.7261,-257.56827,574.32776,758.953,9063.13671875
2,15135.119,10815.561,-5333.1504,3447.3457,-1079.3943,-1202.6672,19816.201171875
3,22359.672,9225.4375,3793.6733,7041.209,-1715.5637,-92.9755,20759.228515625
4,18868.178,18476.963,-1292.2046,2163.6526,803.0313,-617.1899,20391.873046875
5,8435.201,9192.542,10397.807,-5757.364,3711.7205,45.69085,11988.228515625
6,2691.8506,9701.972,-7318.0547,3341.081,2480.9534,-3047.0037,17300.787109375
7,19936.768,14252.953,12045.264,937.62476,-1407.2466,1419.9122,8022.13427734375
8,5389.7383,16958.715,-5115.331,2223.9834,4710.634,1114.954,21233.6640625
9,11080.711,5800.7935,1628.9717,348.7671,807.4903,1530.137,8755.1982421875
10,16381.616,22390.336,-10187.623,157.73595,-510.83267,-1543.9135,30160.982421875
11,8128.3267,12250.256,934.99274,1486.3718,-1268.8086,-450.4282,10509.564453125
12,11135.3545,12542.468,-5244.981,-1510.593,1967.4568,1614.3625,17877.953125
13,14854.044,21371.033,2522.194,-317.765,-3566.5413,395.37576,17715.662109375
14,9062.712,13772.925,-948.97284,5282.5513,-595.7001,-117.49872,15949.89453125
15,17141.266,11478.824,7869.26,3263.7346,1841.6428,526.8103,10416.072265625
16,-10089.325,10936.618,7563.3203,-2610.9707,5046.7173,15827.462,35084.58203125
17,-8327.232,-21663.064,-20829.477,-4556.03,-6319.3457,14011.396,30634.212890625
18,23864.92,6127.1597,-4828.1387,-16.698462,-1554.1625,4969.7705,26651.681640625
19,-7796.837,-1740.4581,-19009.89,2905.0732,12328.83,2501.9678,27026.298828125
20,29337.08,25913.146,28520.28,24.389658,-4857.178,-18948.145,34021.59375
21,16857.04,-2417.277,-9224.361,-5212.914,5453.8135,1012.529,26886.220703125
22,17546.867,-7001.853,-7139.509,8819.079,-8317.6,6655.51,34348.234375
23,-42683.605,-46039.242,-58363.1,-880.71277,-13943.897,-4027.4233,28961.63671875
24,18892.36,497.51517,-3639.7063,-3815.6401,1280.4778,3153.8748,22583.787109375
25,-5033.8823,9535.809,9608.258,-500.91605,-13605.39,3239.4277,28300.017578125
26,5551.0684,-8916.503,-31018.574,-1900.649,3113.402,1932.0037,32690.83203125
27,9132.627,22037.465,20383.748,4942.413,-15804.403,-408.41556,31161.66015625
28,-205.81282,5622.569,2730.4478,1275.7335,-13703.151,14054.427,34442.2734375
29,17672.904,796.08154,-19589.568,-5081.242,-3608.499,1480.6857,34169.359375
30,19515.201,-4704.668,-8467.58,-1861.7667,-4411.208,-1547.5764,27710.259765625
31,6435.723,10774.962,12242.997,-1549.9008,-17089.277,-8322.603,33443.8046875
32,4607.4077,967.3344,-14752.147,1085.9094,-15377.39,6841.205,34218.5390625
33,5388.5337,5318.7866,11103.141,-356.62616,-20124.795,4420.1445,36153.515625
34,-1881.4242,4453.937,11976.31,-3471.8557,-21110.424,-107.32851,38955.43359375
35,12635.599,9178.948,11091.767,3865.7031,-20291.775,3251.4055,36342.9453125
36,22522.508,409.01965,-14299.796,-416.19785,-454.21927,-1140.1567,32181.62890625
37,8379.439,10742.543,8926.489,3796.812,-19068.158,-10683.282,38484.01953125
38,10600.529,954.7362,-28575.062,661.4565,3030.716,-3695.4553,36328.03515625
39,11623.264,11076.425,3421.0095,-153.51282,-14529.166,8195.597,29965.896484375
40,18053.64,11352.645,2717.338,-2547.608,-5138.911,-1211.211,16746.171875
41,15149.602,-794.112,16697.525,4058.3567,-1681.0481,9163.94,24312.54296875
