Element Label,S11,S22,S33,S12,S13,S23,Mises
1,1720.6483,4122.639,488.13614,-9.208507,-340.28305,-97.46773,3259.64135742188
2,2872.4722,4488.3545,-440.1315,-85.442924,176.86522,100.62206,4368.4453125
3,2438.4033,5130.911,297.14545,395.04367,-3.8824606,-52.473335,4251.6376953125
4,1978.5455,5629.011,-435.57578,741.6822,-32.687706,87.57663,5444.54248046875
5,599.95215,5170.8706,134.39822,-65.63839,68.77368,47.144947,4824.08837890625
6,2580.4124,5001.3335,-233.91788,218.26335,-0.5333751,45.525505,4554.52734375
7,3198.469,5485.1343,83.027435,506.23853,-67.859955,52.421513,4780.1337890625
8,2593.1282,5282.336,-186.36163,138.3268,-136.34738,-138.33658,4754.22021484375
9,2240.7932,5167.5225,450.53992,-183.59196,-4.53289,92.576645,4139.7138671875
10,1460.0107,4624.7324,-243.06802,1022.55475,109.08478,-118.60036,4639.01513671875
11,3404.8293,4419.7896,-161.52019,341.10785,52.52174,11.736533,4210.27880859375
12,2583.924,4456.3574,332.27078,523.3929,-79.613686,-140.14789,3700.24072265625
13,2390.8403,4512.911,-250.31921,499.86465,107.966194,110.69641,4231.42529296875
14,1794.3284,4180.0903,-231.70773,353.93414,-67.54789,-266.16055,3902.86328125
15,2441.818,4367.1455,96.779945,-221.66724,-171.55943,134.43146,3743.1240234375
16,475.6483,7885.166,1668.2129,-667.94836,-960.6824,351.83572,7208.703125
17,-4080.1147,-6909.1455,-10932.168,1849.4192,2984.7754,-805.0514,8631.419921875
18,2691.8193,2765.9612,2826.8337,-954.95917,831.75226,67.52401,2199.69775390625
19,-6297.088,4625.9487,7187.22,1399.4569,484.94382,-397.79083,12684.84765625
20,725.2584,1914.5735,-6545.234,-244.8962,1030.2593,-1862.5833,8757.4716796875
21,-1591.3331,-14812.091,-6977.9907,3744.6184,-3147.9395,154.40598,14298.791015625
22,-13591.619,-9058.37,16385.627,2140.4,1041.5367,43.501003,28289.4921875
23,-13602.892,-4856.3296,1152.6227,1907.9862,-6013.645,86.61607,16870.181640625
24,-4946.3945,-3175.2998,-3488.0903,-3923.6262,-285.7831,967.6651,7205.50537109375
25,-1064.0231,-5534.4453,2343.0432,2172.4824,-1376.0751,1033.4321,8358.6796875
26,326.5894,-5606.7197,5373.4775,3163.8772,3007.752,2015.3832,12648.13671875
27,1475.6075,-2454.5908,868.7195,-1478.1411,-1205.95,-222.61205,4949.3330078125
28,3708.053,-373.1144,-2356.626,2521.343,-360.1603,-705.8132,7045.5986328125
29,668.7362,3394.0088,1383.557,2842.642,102.611275,573.80334,5590.275390625
30,8302.319,-5297.942,4952.4873,4842.4404,-2391.315,-22.685448,15431.6005859375
31,-7417.153,-8110.5044,4151.7646,636.46313,-1949.2697,3284.2896,13686.3359375
32,-5287.9795,-10953.645,-3799.959,2074.963,-1044.6907,-1744.7781,8250.326171875
33,-1263.4622,-3451.146,-15028.804,1552.9526,1244.1854,-3087.9922,14305.3291015625
34,4187.3237,-7982.6577,-2895.4321,-293.8781,1548.567,-1181.4277,11122.8349609375
35,558.4468,2314.208,-1810.873,1961.1321,118.51111,-174.13449,4952.5302734375
36,474.3712,-9917.855,-547.51544,-110.93293,-1838.5629,-608.08923,10474.2607421875
37,914.5938,2854.2502,-1075.7192,1970.358,-10.091114,-131.08682,4825.23828125
38,6955.034,-3919.4954,5607.1113,-1284.2412,1484.1775,-536.1296,10855.0791015625
39,3467.3706,2630.1147,-468.3332,-1464.2828,-197.92314,-125.110306,4415.0224609375
40,3298.0488,2845.6028,-135.80656,-1072.9861,-105.94449,458.03314,3815.6767578125
41,-3328.8662,-7203.3105,-1881.4276,649.52234,1777.5283,-1156.2756,6121.2578125
42,2360.8237,-3238.192,3733.7322,-1212.6179,704.22546,-1238.6333,7170.9521484375
43,-20.651062,-784.8661,-215.53973,-2101.022,679.48114,7.0510826,3886.02392578125
44,-5378.8794,-12774.132,13455.346,-2731.2087,-7.607822,5221.5083,25551.375
45,-4300.0586,849.85095,-1460.0093,-1391.7125,-986.14874,-275.31134,5377.44384765625
46,3484.479,3035.2546,-2515.948,-381.22977,-87.93292,-352.1414,5860.25634765625
47,-359.19427,2416.423,3810.005,400.23883,625.6802,906.5131,4199.341796875
48,-4135.6885,5838.645,2833.1812,1845.979,892.58997,64.10229,9548.1953125
49,-5578.6807,-1346.5062,-3304.5657,1850.285,-891.8288,810.69,5299.70263671875
50,3293.54,4394.9956,404.72256,-388.74362,-23.213789,96.80828,3636.40893554688
51,1559.2028,4529.245,741.0531,390.27515,219.80077,-365.29413,3594.81030273438
52,-5532.436,271.15732,-5439.5396,838.863,728.3032,2.5097148,6070.71337890625
53,-5738.981,2620.1,1792.0818,2312.5002,334.1613,667.3353,9019.5537109375
54,-3458.8557,8201.936,8576.32,409.44904,-1061.8179,-140.10231,12017.65625
55,-1572.668,5210.9395,1349.6018,2241.9583,-71.79116,-57.439808,7059.599609375
56,275.74823,4279.9126,-3277.7708,5144.0156,-766.9165,-2080.4006,11705.6005859375
57,-2826.7693,7032.4756,-2082.6587,2590.9758,492.89304,641.1558,10607.712890625
58,-6237.502,6271.858,-3458.5132,4269.967,-603.27893,-1097.8564,13742.2353515625
59,-825.74744,12330.202,10781.25,5651.244,2770.2139,1063.0526,16653.001953125
60,-22363.48,-9834.374,-7391.255,128.90802,-1736.1731,170.25836,14238.5791015625
61,1783.5093,-6081.073,-8640.784,-1665.2961,-2597.8518,-1359.1407,11074.4189453125
62,-366.8767,-15815.309,-6311.2354,924.0383,4699.1597,435.9612,15859.9013671875
63,3832.0176,-3078.0774,-255.6684,3923.1863,2052.182,-54.739765,9748.3232421875
64,1771.646,-5664.67,1172.2749,3681.26,-1078.7078,-942.6593,9900.1318359375
65,4130.7026,1036.1755,814.98206,1848.0621,-854.64557,-12.561008,4769.4072265625
